City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,novooleksiyivka,46.2269,34.6428,24.68,37,81,4.35,UA,1724616732
280,ingersoll,43.0334,-80.883,28.23,57,37,2.77,CA,1724616731
281,bodaybo,57.8506,114.1933,12.28,87,20,0.7,RU,1724616734
282,turkmenbasy,40.0222,52.9552,29.99,37,10,1.36,TM,1724616735
283,forster,-32.1667,152.5167,17.07,76,17,4.51,AU,1724616737
284,malabar,-33.9667,151.25,17.84,50,0,13.38,AU,1724616738
285,sadjoavato,-12.6334,49.349,19.95,72,73,4.97,MG,1724616739
286,batabano,22.7164,-82.2881,32.23,54,39,2.45,CU,1724616740
287,san ignacio,17.1561,-89.0714,28.08,83,75,2.06,BZ,1724616742
288,east london,-33.0153,27.9116,17.16,81,81,7.0,ZA,1724616743
289,bischofshofen,47.4167,13.2167,16.11,100,100,0.54,AT,1724616744
290,lloydminster,53.2835,-110.0016,17.12,55,40,7.2,CA,1724616746
291,arraial do cabo,-22.9661,-42.0278,19.92,88,100,4.63,BR,1724616733
292,puerto baquerizo moreno,-0.9,-89.6,22.55,73,75,6.17,EC,1724616602
293,copala,16.65,-98.9833,30.38,67,14,4.55,MX,1724616750
294,eyl,7.9803,49.8164,26.0,74,100,8.71,SO,1724616751
295,formby,53.5536,-3.0682,16.08,84,57,9.49,GB,1724616753
296,antonio enes,-16.2325,39.9086,22.69,73,100,2.97,MZ,1724616754
297,vikhorevka,56.1201,101.1636,16.61,82,100,1.85,RU,1724616755
298,jinxiang,27.4327,120.6062,25.5,90,0,1.47,CN,1724616756
299,sant lluis,39.8526,4.2594,24.22,83,20,6.17,ES,1724616758
300,manokwari,-0.8667,134.0833,25.98,74,100,1.64,ID,1724616759
301,garden city,42.3256,-83.331,32.81,56,75,4.12,US,1724616760
302,crane,31.3974,-102.3501,35.15,26,1,6.47,US,1724616761
303,la ronge,55.1001,-105.2842,14.14,77,100,10.29,CA,1724616762
304,pangkalanbuun,-2.6833,111.6167,22.53,99,81,0.61,ID,1724616764
305,siwa oasis,29.2041,25.5195,32.62,28,0,7.03,EG,1724616765
306,benjamin constant,-4.3831,-70.0311,28.07,74,40,3.6,BR,1724616767
307,minas de marcona,-15.2119,-75.1103,19.3,41,1,6.35,PE,1724616770
308,ulsteinvik,62.3432,5.8487,13.75,83,100,4.47,NO,1724616771
309,vila franca do campo,37.7167,-25.4333,24.23,68,100,0.5,PT,1724616772
310,caleta de carquin,-11.0925,-77.6267,19.34,76,42,4.65,PE,1724616774
311,al wajh,26.2455,36.4525,31.97,62,0,2.06,SA,1724616775
312,mana,5.6592,-53.7767,28.55,72,21,5.48,GF,1724616776
313,gizo,-8.103,156.8419,26.66,80,99,8.98,SB,1724616778
314,jayapura,-2.5333,140.7,25.66,96,100,2.3,ID,1724616779
315,kokopo,-4.352,152.2633,24.37,93,100,5.51,PG,1724616780
316,pierre,44.3683,-100.351,32.51,40,0,8.23,US,1724616781
317,mudgee,-32.5943,149.5871,9.41,90,8,2.58,AU,1724616782
318,esikhaleni,-28.871,31.8996,19.71,77,100,2.55,ZA,1724616784
319,abancay,-13.6339,-72.8814,24.58,32,97,4.61,PE,1724616785
320,dhing,26.4667,92.4667,27.11,88,99,2.27,IN,1724616786
321,qarah,34.1527,36.7415,22.27,55,0,0.44,SY,1724616787
322,dryden,49.7833,-92.7503,29.16,61,100,5.14,CA,1724616789
323,sur,22.5667,59.5289,30.6,60,100,5.08,OM,1724616790
324,nea kallikrateia,40.3167,23.0667,28.82,80,40,1.18,GR,1724616792
325,al ghayzah,16.2079,52.176,25.29,85,97,4.65,YE,1724616794
326,suva,-18.1416,178.4415,20.71,100,75,1.54,FJ,1724616795
327,kuqa,41.7278,82.9364,26.31,38,0,2.08,CN,1724616796
328,baruun-urt,46.6806,113.2792,13.88,66,6,1.73,MN,1724616797
329,smirnykh,49.75,142.8333,8.42,96,100,1.02,RU,1724616798
330,laguna,38.421,-121.4238,27.91,36,0,4.12,US,1724616800
331,cam ranh,11.9214,109.1591,27.98,74,40,0.51,VN,1724616801
332,mirnyy,62.5353,113.9611,9.74,86,32,1.9,RU,1724616802
333,banda aceh,5.5577,95.3222,25.1,87,100,5.52,ID,1724616803
334,kailua-kona,19.6406,-155.9956,25.33,96,100,3.13,US,1724616805
335,la passe,45.5549,-0.8967,16.4,69,0,5.27,FR,1724616806
336,hailar,49.2,119.7,12.45,72,29,3.92,CN,1724616807
337,yerofey pavlovich,53.9667,121.9667,12.7,96,100,2.09,RU,1724616808
338,paoy paet,13.6561,102.5625,24.12,95,100,3.13,KH,1724616810
339,dalnerechensk,45.9339,133.7225,17.51,93,93,4.31,RU,1724616811
340,rehoboth,-23.3167,17.0833,17.23,13,0,3.94,NA,1724616812
341,melekeok village,7.4957,134.6367,27.89,78,100,3.09,PW,1724616813
342,eufaula,31.8913,-85.1455,34.02,37,0,2.06,US,1724616815
343,fort st. john,56.2499,-120.8529,19.94,37,40,10.29,CA,1724616816
344,warmbad,-28.45,18.7333,16.3,25,0,2.08,NA,1724616817
345,thames,-37.1333,175.5333,10.72,93,100,1.35,NZ,1724616818
346,fortuna,40.5982,-124.1573,21.31,68,0,4.12,US,1724616820
347,sinop,41.7711,34.8709,17.46,83,93,2.27,TR,1724616821
348,bandon,51.7469,-8.7425,13.77,87,0,5.91,IE,1724616822
349,ghat,24.9647,10.1728,35.6,20,1,7.37,LY,1724616823
350,aykhal,66.0,111.5,8.24,95,100,2.34,RU,1724616824
351,songkhla,6.8333,100.6667,22.86,99,100,1.87,TH,1724616826
352,pemangkat,1.1667,108.9667,25.84,86,100,3.16,ID,1724616827
353,mabaruma,8.2,-59.7833,29.95,70,98,2.89,GY,1724616828
354,hede,33.7681,120.2517,24.6,95,96,2.31,CN,1724616829
355,boyolangu,-8.1181,111.8935,22.32,95,95,1.47,ID,1724616832
356,gobabis,-22.45,18.9667,16.67,18,0,3.9,NA,1724616833
357,naracoorte,-36.9579,140.7383,9.23,97,22,3.22,AU,1724616834
358,tayshet,55.9342,98.0044,15.31,98,100,1.33,RU,1724616835
359,kavaratti,10.5669,72.642,26.91,84,100,5.44,IN,1724616837
360,kamyzyak,46.11,48.0736,21.99,46,0,0.0,RU,1724616838
361,saudarkrokur,65.7461,-19.6394,4.67,96,100,3.14,IS,1724616839
362,el bagre,7.5927,-74.8086,26.85,87,100,1.01,CO,1724616840
363,mejit,10.2753,170.8646,28.43,78,50,6.45,MH,1724616842
364,kidlington,51.8217,-1.2886,16.13,80,40,5.66,GB,1724616843
365,kerikeri,-35.2268,173.9474,10.64,94,100,0.66,NZ,1724616844
366,cole harbour,44.6724,-63.4751,27.66,61,40,3.09,CA,1724616845
367,ancud,-41.8697,-73.8203,7.67,91,100,5.64,CL,1724616847
368,prince rupert,54.3161,-130.3201,13.83,98,100,18.52,CA,1724616848
369,mount pearl,47.5166,-52.7813,26.85,54,20,6.17,CA,1724616849
370,pacific grove,36.6177,-121.9166,23.56,77,0,2.57,US,1724616850
371,rio guayabal de yateras,20.3667,-75.0167,30.88,46,53,3.95,CU,1724616851
372,manado,1.487,124.8455,23.43,100,20,1.03,ID,1724616853
373,geraldton,-28.7667,114.6,9.23,93,56,3.6,AU,1724616854
374,fedorovka,53.6314,62.7078,12.33,76,13,2.23,KZ,1724616855
375,umluj,25.0213,37.2685,32.45,57,83,2.36,SA,1724616856
376,potosi,-19.5836,-65.7531,18.41,7,0,1.99,BO,1724616858
377,saint-pierre,-21.3393,55.4781,19.82,64,0,7.2,RE,1724616859
378,dila,6.4167,38.3167,16.39,80,100,2.25,ET,1724616860
379,santa elena de uairen,4.6167,-61.1333,26.79,54,67,4.29,VE,1724616861
380,plastun,44.7561,136.2939,13.14,95,76,0.6,RU,1724616863
381,nuriootpa,-34.4833,139.0,11.11,98,99,6.59,AU,1724616864
382,kismayo,-0.3582,42.5454,24.88,83,52,7.33,SO,1724616865
383,ceerigaabo,10.6162,47.368,21.91,45,84,8.16,SO,1724616866
384,margate,51.3813,1.3862,15.94,71,53,0.89,GB,1724616573
385,suntar,62.1444,117.6319,9.9,95,6,2.09,RU,1724616869
386,urambo,-5.0667,32.05,22.54,33,13,2.21,TZ,1724616870
387,kamalpur,24.2,91.8333,24.38,87,100,0.98,IN,1724616871
388,jiuquan,39.7432,98.5174,19.58,72,29,2.45,CN,1724616872
389,corumba,-19.0092,-57.6533,16.95,39,0,2.57,BR,1724616875
390,navolato,24.7672,-107.6944,31.1,76,100,5.15,MX,1724616876
391,walvis bay,-22.9575,14.5053,13.19,82,0,5.57,NA,1724616877
392,gamba,-2.65,10.0,22.8,86,6,2.84,GA,1724616879
393,djambala,-2.5447,14.7533,25.69,50,18,2.56,CG,1724616880
394,abilene,32.4487,-99.7331,36.93,32,0,5.66,US,1724616685
395,pervomayskoye,43.919,46.7102,21.3,83,100,4.29,RU,1724616882
396,shizunai-furukawacho,42.3339,142.3669,19.74,86,100,0.81,JP,1724616711
397,dwarka,22.2394,68.9678,27.68,79,100,8.41,IN,1724616885
398,sabang,5.8933,95.3214,27.4,75,100,8.11,ID,1724616886
399,waliso,8.5333,37.9833,14.43,92,98,1.08,ET,1724616887
400,coyhaique,-45.5752,-72.0662,7.56,86,100,1.7,CL,1724616635
401,richards bay,-28.783,32.0377,19.84,78,99,2.0,ZA,1724616890
402,coshocton,40.272,-81.8596,31.57,45,100,2.28,US,1724616891
403,burang,30.25,81.1667,6.93,85,98,1.93,CN,1724616892
404,vidisha,23.5333,77.8167,22.6,97,100,4.38,IN,1724616894
405,faya-largeau,17.9257,19.1043,35.13,35,46,6.08,TD,1724616895
406,mokopane,-24.1944,29.0097,17.32,20,0,2.39,ZA,1724616896
407,changji,44.0167,87.3167,22.44,56,0,2.0,CN,1724616897
408,bayanhongor,46.7167,100.1167,10.5,72,53,1.91,MN,1724616899
409,penzance,50.1186,-5.5371,16.38,86,100,10.04,GB,1724616900
410,calama,-22.4667,-68.9333,22.27,5,0,8.23,CL,1724616696
411,bonthe,7.5264,-12.505,24.98,89,75,4.74,SL,1724616903
412,shakawe,-18.3667,21.85,18.4,21,0,2.19,BW,1724616904
413,kitakata,37.65,139.8667,22.34,98,39,0.92,JP,1724616905
414,jawad,24.6,74.85,24.09,97,100,1.76,IN,1724616907
415,eastham,41.8301,-69.9739,27.75,68,0,2.57,US,1724616908
416,mabopane,-25.4977,28.1007,14.21,27,0,2.0,ZA,1724616909
417,quang ngai,15.1167,108.8,24.11,90,99,2.02,VN,1724616910
418,rio branco,-9.9747,-67.81,26.34,47,0,5.14,BR,1724616354
419,lyantor,61.6195,72.1555,12.81,66,87,4.93,RU,1724616913
420,racine,42.7495,-88.0751,32.3,60,0,3.6,US,1724616916
421,portage la prairie,49.9728,-98.2926,34.48,39,54,3.13,CA,1724616917
422,priargunsk,50.3691,119.1012,12.19,75,4,2.89,RU,1724616918
423,ola,59.5833,151.2833,12.08,82,100,1.43,RU,1724616919
424,formosa do rio preto,-11.0483,-45.1931,33.99,15,0,2.88,BR,1724616920
425,gracanica,44.7033,18.3097,23.99,32,55,1.49,BA,1724616922
426,neijiang,29.5835,105.0622,28.02,65,52,1.18,CN,1724616923
427,kamachumu,-1.6186,31.62,20.18,55,60,1.78,TZ,1724616924
428,kindu,-2.95,25.95,26.12,35,88,0.48,CD,1724616925
429,saynshand,44.8824,110.1163,20.54,35,92,2.16,MN,1724616927
430,cauquenes,-35.9671,-72.3225,16.65,36,68,0.62,CL,1724616928
431,nar'yan-mar,67.6713,53.087,10.04,92,2,3.12,RU,1724616929
432,kiunga,-6.1219,141.2906,22.74,99,100,1.47,PG,1724616931
433,constantia,44.1833,28.65,24.38,79,7,4.36,RO,1724616764
434,shingu,33.7333,135.9833,25.13,90,68,1.82,JP,1724616934
435,ma'ili,21.4219,-158.1803,27.01,83,100,3.09,US,1724616936
436,calca,-13.3333,-71.95,24.64,56,97,4.53,PE,1724616937
437,niesky,51.2924,14.8211,17.55,86,100,0.45,DE,1724616938
438,inirida,3.8653,-67.9239,33.17,52,92,2.1,CO,1724616939
439,oriximina,-1.7656,-55.8661,35.38,36,43,4.28,BR,1724616941
440,cockburn town,21.4612,-71.1419,28.74,74,9,7.28,TC,1724616943
441,sechura,-5.5569,-80.8222,25.02,56,17,7.61,PE,1724616944
442,fort saskatchewan,53.7168,-113.2187,22.1,59,0,2.57,CA,1724616945
443,hizan,38.2257,42.4278,18.07,51,0,1.69,TR,1724616947
444,kulhudhuffushi,6.6221,73.07,27.5,79,60,4.02,MV,1724616948
445,aginskoye,51.1,114.53,11.7,57,0,1.84,RU,1724616732
446,serowe,-22.3833,26.7167,17.58,26,0,2.35,BW,1724616950
447,magadan,59.5667,150.8,11.62,83,100,1.63,RU,1724616952
448,andovoranto,-18.95,49.1,19.07,78,100,2.83,MG,1724616953
449,tomatlan,19.9333,-105.25,32.34,60,18,3.72,MX,1724616955
450,andergrove,-21.0833,149.1833,19.42,86,81,3.06,AU,1724616957
451,bantay,17.5847,120.3892,25.64,78,100,1.96,PH,1724616958
452,ambert,45.55,3.75,12.83,81,0,1.2,FR,1724616959
453,mayna,54.1135,47.6231,16.04,75,1,2.45,RU,1724616960
454,jibou,47.2667,23.25,22.33,33,26,1.29,RO,1724616962
455,kingscliff,-28.2667,153.5667,18.89,94,0,4.63,AU,1724616963
456,zhangye,38.9342,100.4517,19.75,69,6,1.41,CN,1724616964
457,kabalo,-6.05,26.9167,27.62,24,5,1.64,CD,1724616965
458,zhob,31.3411,69.4481,27.79,46,0,2.03,PK,1724616966
459,inhambane,-23.865,35.3833,19.25,77,0,3.91,MZ,1724616968
460,weyburn,49.6668,-103.8511,25.12,31,0,6.69,CA,1724616969
461,urengoy,65.9667,78.3667,10.48,76,5,3.51,RU,1724616970
462,mamuju,-2.6748,118.8885,24.59,89,44,1.97,ID,1724616971
463,tomarza,38.4472,35.7992,16.31,77,37,1.03,TR,1724616973
464,mont-laurier,46.5501,-75.4993,25.74,51,70,1.89,CA,1724616862
465,howard springs,-12.497,131.047,23.79,94,0,1.13,AU,1724616975
466,kidal,18.4411,1.4078,28.02,61,100,6.81,ML,1724616976
467,tchintabaraden,15.8969,5.7985,36.35,31,42,4.86,NE,1724616978
468,cabo san lucas,22.8909,-109.9124,34.17,52,40,5.66,MX,1724616783
469,cestos city,5.46,-9.5828,24.87,84,16,4.38,LR,1724616980
470,kitimat,54.0524,-128.6534,14.39,33,100,2.24,CA,1724616982
471,belogorsk,50.9158,128.4611,12.71,98,44,2.74,RU,1724616983
472,laguna paiva,-31.3039,-60.6589,16.1,41,0,0.89,AR,1724616984
473,bei'an,46.4398,126.2373,16.08,93,25,3.43,CN,1724616986
474,mount gambier,-37.8333,140.7667,10.92,82,4,3.97,AU,1724616987
475,chernyshevskiy,63.0128,112.4714,8.41,91,44,0.9,RU,1724616988
476,karamay,45.6004,84.8661,23.61,39,29,5.6,CN,1724616989
477,boa esperanca,-21.09,-45.5658,22.9,51,87,5.73,BR,1724616750
478,thunder bay,48.4001,-89.3168,22.99,73,27,6.17,CA,1724616978
479,jamaame,0.0697,42.745,24.41,83,48,5.72,SO,1724616993
480,pasighat,28.0667,95.3333,26.4,83,30,1.65,IN,1724616994
481,igrim,63.1906,64.4162,12.96,76,27,1.2,RU,1724616996
482,kununurra,-15.7667,128.7333,18.99,88,0,0.51,AU,1724616997
483,lakatoro,-16.0999,167.4164,21.52,71,6,3.38,VU,1724616999
484,ruston,32.5232,-92.6379,34.9,34,0,4.63,US,1724617001
485,funafuti,-8.5243,179.1942,29.0,79,75,1.03,TV,1724617003
486,castillos,-34.1667,-53.8333,10.39,79,99,5.64,UY,1724617004
487,mpongwe,-13.5091,28.155,18.67,37,11,3.14,ZM,1724617006
488,kramfors,62.9316,17.7765,12.89,88,100,0.51,SE,1724617008
489,ugoofaaru,5.6667,73.0,27.61,78,88,3.95,MV,1724617009
490,magistral'nyy,56.1725,107.4458,13.11,70,100,1.88,RU,1724617011
491,san antonio de pale,-1.4014,5.6325,23.74,84,100,4.27,GQ,1724617012
492,dalby,-27.1833,151.2667,16.07,70,0,5.03,AU,1724617013
493,homer,59.6425,-151.5483,13.94,66,40,3.09,US,1724616953
494,chos malal,-37.3781,-70.2709,15.98,14,14,1.74,AR,1724617015
495,tuyum,9.9769,122.5582,26.77,84,100,4.57,PH,1724617017
496,isangel,-19.55,169.2667,21.73,85,10,4.55,VU,1724617018
497,oruro,-17.9833,-67.15,21.27,20,20,2.06,BO,1724617019
498,cairo,30.0626,31.2497,32.42,58,0,3.6,EG,1724616713
499,port macquarie,-31.4333,152.9167,18.74,68,100,2.63,AU,1724617022
500,jinchang,38.4953,102.1739,18.77,78,27,2.46,CN,1724617023
501,black river,18.0264,-77.8487,29.97,66,16,1.46,JM,1724617024
502,peace river,56.2501,-117.286,19.17,68,20,3.09,CA,1724617025
503,la foa,-21.7108,165.8276,19.82,81,16,1.55,NC,1724617027
504,palmas,-10.2128,-48.3603,34.93,29,20,2.57,BR,1724616272
505,macomb,40.4592,-90.6718,33.22,58,0,7.2,US,1724617029
506,diego de almagro,-26.3667,-70.05,22.91,20,3,4.0,CL,1724617030
507,broken hill,-31.95,141.4333,10.04,63,0,4.08,AU,1724617032
508,buka,40.8108,69.1986,19.0,29,86,0.66,UZ,1724617033
509,pinarbasi,38.7229,36.3931,15.76,83,59,1.96,TR,1724617034
510,severobaykal'sk,55.65,109.3167,12.26,70,63,2.09,RU,1724617035
511,praia,14.9215,-23.5087,27.3,69,75,5.14,CV,1724617037
512,trinity,28.1808,-82.6818,34.01,68,83,2.68,US,1724617038
513,puerto deseado,-47.7503,-65.8938,8.21,64,100,10.93,AR,1724617039
514,kingston,17.997,-76.7936,30.43,67,48,2.89,JM,1724616701
515,chui,-33.6971,-53.4616,10.65,77,92,6.24,UY,1724617042
516,taitung city,22.7583,121.1444,26.2,80,83,1.75,TW,1724617043
517,la paz,-16.5,-68.15,18.99,29,20,5.14,BO,1724616964
518,ghadamis,30.1337,9.5007,32.9,22,0,3.74,LY,1724617045
519,lodwar,3.1191,35.5973,29.82,38,29,6.52,KE,1724617047
520,kholmsk,47.0511,142.0569,15.88,82,100,3.46,RU,1724617048
521,boa vista,2.8197,-60.6733,33.99,46,40,5.14,BR,1724617049
522,tocopilla,-22.092,-70.1979,18.21,69,0,3.13,CL,1724616654
523,totness,5.8833,-56.3167,29.67,69,59,5.22,SR,1724617052
524,madang,-5.2246,145.7966,24.95,92,100,1.23,PG,1724617053
525,alotau,-10.3069,150.4462,20.93,93,97,1.6,PG,1724617054
526,port augusta,-32.5,137.7667,13.56,75,99,3.46,AU,1724617056
527,nicosia,35.1667,33.3667,26.83,78,0,2.57,CY,1724617057
528,haiku-pauwela,20.9219,-156.3051,24.73,94,100,8.05,US,1724617058
529,yeed,4.55,43.0333,27.62,53,62,8.0,SO,1724617059
530,vershino-darasunskiy,52.35,115.5167,9.14,70,0,1.39,RU,1724617061
531,kirakira,-10.4544,161.9205,23.81,84,99,3.72,SB,1724617062
532,galle,6.0367,80.217,28.85,83,91,0.45,LK,1724617063
533,asau,46.4333,26.4,21.38,48,52,2.13,RO,1724617064
534,sorong,-0.8833,131.25,26.03,83,100,1.29,ID,1724617066
535,el nido,11.1858,119.3956,25.64,87,100,2.32,PH,1724617067
536,gaspe,48.8334,-64.4819,24.12,57,75,5.66,CA,1724617068
537,vila velha,-20.3297,-40.2925,24.41,80,0,5.14,BR,1724616849
538,krasnobrodskiy,54.1581,86.4486,11.8,87,62,6.4,RU,1724617071
539,kolonia,50.9333,6.95,17.75,74,0,1.54,DE,1724617072
540,kukawa,12.9234,13.5606,24.95,76,100,5.27,NG,1724617073
541,sierra grande,-41.606,-65.3557,11.88,32,100,10.79,AR,1724617074
542,birjand,32.8663,59.2211,24.26,17,0,4.12,IR,1724617076
543,havre,49.5833,0.3333,16.87,67,0,4.63,FR,1724617077
544,mar del plata,-38.0023,-57.5575,10.01,77,20,3.13,AR,1724617079
545,qarazhal,48.0078,70.7903,12.86,56,0,2.83,KZ,1724617080
546,ra's bayrut,33.9,35.4833,26.17,75,0,1.85,LB,1724617082
547,taulaga,-11.0553,-171.0883,27.51,81,40,7.37,AS,1724617084
548,mostaganem,35.9311,0.0892,25.91,82,2,5.33,DZ,1724617085
549,tidjikja,18.5564,-11.4271,32.27,44,26,4.53,MR,1724617086
550,texarkana,33.4251,-94.0477,37.12,32,0,3.6,US,1724617088
551,arak,34.0917,49.6892,25.27,30,3,2.95,IR,1724617089
552,harper,4.375,-7.7169,24.12,85,60,3.68,LR,1724617090
553,belmonte,-15.8631,-38.8828,24.48,67,16,2.53,BR,1724617091
554,defuniak springs,30.721,-86.1152,33.32,43,40,4.12,US,1724617093
555,bocanda,7.0626,-4.4995,24.47,85,60,1.18,CI,1724617094
556,otterndorf,53.8,8.9,15.13,77,20,2.06,DE,1724617095
557,sterling,39.0062,-77.4286,32.53,48,40,2.68,US,1724617096
558,necochea,-38.5473,-58.7368,9.74,64,35,3.51,AR,1724616902
559,ixtapa,20.7,-105.2,32.35,66,40,3.6,MX,1724617099
560,kurchatov,51.6601,35.6521,20.63,41,0,3.04,RU,1724617100
561,san juanito,28.0,-107.5833,25.88,27,100,4.39,MX,1724617101
562,ternate,0.8,127.4,26.01,83,100,1.33,ID,1724617102
